YEAR,MO,DA,HR,LAT,LON,CO201500,CO01500
2015,9,22,9,-1.7020,104.8020,0.1101E-05,0.2109E-06
2015,9,22,9,-1.6520,104.8020,0.1301E-05,0.2905E-06
2015,9,22,9,-1.6020,104.8020,0.1346E-05,0.1729E-06
2015,9,22,9,-1.5520,104.8020,0.7854E-06,0.7899E-07
2015,9,22,9,-1.5020,104.8020,0.5403E-06,0.3110E-07
2015,9,22,9,-1.4520,104.8020,0.2501E-06,0.1244E-07
2015,9,22,9,-1.4020,104.8020,0.1401E-06,0.1866E-07
2015,9,22,9,-1.3520,104.8020,0.3301E-06,0.2488E-07
2015,9,22,9,-1.3020,104.8020,0.2451E-06,0.3110E-07
2015,9,22,9,-1.2520,104.8020,0.5002E-07,0.4851E-07
2015,9,22,9,-2.1520,104.8520,0.5004E-07,0.6222E-08
2015,9,22,9,-2.1020,104.8520,0.2502E-06,0.3111E-07
2015,9,22,9,-2.0520,104.8520,0.3002E-06,0.1866E-07
2015,9,22,9,-2.0020,104.8520,0.6005E-06,0.6221E-07
2015,9,22,9,-1.9520,104.8520,0.8006E-06,0.1369E-06
2015,9,22,9,-1.9020,104.8520,0.1451E-05,0.1306E-06
2015,9,22,9,-1.8520,104.8520,0.1201E-05,0.1431E-06
2015,9,22,9,-1.8020,104.8520,0.9506E-06,0.8087E-07
2015,9,22,9,-1.7520,104.8520,0.1051E-05,0.2053E-06
2015,9,22,9,-1.7020,104.8520,0.1401E-05,0.2053E-06
2015,9,22,9,-1.6520,104.8520,0.8005E-06,0.7464E-07
2015,9,22,9,-1.6020,104.8520,0.7954E-06,0.2986E-07
2015,9,22,9,-1.5520,104.8520,0.3502E-06,0.3110E-07
2015,9,22,9,-1.5020,104.8520,0.1951E-06,0.3110E-07
2015,9,22,9,-1.4520,104.8520,0.1401E-06,0.1866E-07
2015,9,22,9,-1.4020,104.8520,0.1851E-06,0.0000E+00
2015,9,22,9,-1.3520,104.8520,0.1401E-06,0.1866E-07
2015,9,22,9,-1.3020,104.8520,0.0000E+00,0.1244E-07
2015,9,22,9,-1.2520,104.8520,0.5002E-07,0.0000E+00
2015,9,22,9,-2.2020,104.9020,0.0000E+00,0.6222E-08
2015,9,22,9,-2.1520,104.9020,0.2502E-06,0.2489E-07
2015,9,22,9,-2.1020,104.9020,0.5004E-07,0.1867E-07
2015,9,22,9,-2.0520,104.9020,0.2502E-06,0.1866E-07
2015,9,22,9,-2.0020,104.9020,0.5004E-06,0.1182E-06
2015,9,22,9,-1.9520,104.9020,0.8506E-06,0.9332E-07
2015,9,22,9,-1.9020,104.9020,0.1101E-05,0.9954E-07
2015,9,22,9,-1.8520,104.9020,0.9506E-06,0.8087E-07
2015,9,22,9,-1.8020,104.9020,0.1201E-05,0.1244E-06
2015,9,22,9,-1.7520,104.9020,0.1101E-05,0.1306E-06
2015,9,22,9,-1.7020,104.9020,0.5503E-06,0.6842E-07
2015,9,22,9,-1.6520,104.9020,0.5003E-06,0.1866E-07
2015,9,22,9,-1.6020,104.9020,0.3502E-06,0.3110E-07
2015,9,22,9,-1.5520,104.9020,0.1451E-06,0.1244E-07
2015,9,22,9,-1.5020,104.9020,0.4502E-07,0.0000E+00
2015,9,22,9,-1.4520,104.9020,0.0000E+00,0.1244E-07
2015,9,22,9,-1.4020,104.9020,0.0000E+00,0.1244E-07
2015,9,22,9,-1.3020,104.9020,0.5002E-07,0.0000E+00
2015,9,22,9,-1.2520,104.9020,0.5002E-07,0.0000E+00
2015,9,22,9,-2.1520,104.9520,0.0000E+00,0.1244E-07
2015,9,22,9,-2.1020,104.9520,0.2002E-06,0.1244E-07
2015,9,22,9,-2.0520,104.9520,0.2002E-06,0.7466E-07
2015,9,22,9,-2.0020,104.9520,0.8006E-06,0.3733E-07
2015,9,22,9,-1.9520,104.9520,0.7005E-06,0.4977E-07
2015,9,22,9,-1.9020,104.9520,0.9006E-06,0.6221E-07
2015,9,22,9,-1.8520,104.9520,0.6504E-06,0.9331E-07
2015,9,22,9,-1.8020,104.9520,0.7505E-06,0.5599E-07
2015,9,22,9,-1.7520,104.9520,0.6504E-06,0.3732E-07
2015,9,22,9,-1.7020,104.9520,0.3502E-06,0.2488E-07
2015,9,22,9,-1.6520,104.9520,0.2001E-06,0.6220E-08
2015,9,22,9,-1.6020,104.9520,0.5003E-07,0.0000E+00
2015,9,22,9,-1.5020,104.9520,0.0000E+00,0.1244E-07
2015,9,22,9,-2.1520,105.0020,0.5004E-07,0.1244E-07
2015,9,22,9,-2.1020,105.0020,0.3002E-06,0.3111E-07
2015,9,22,9,-2.0520,105.0020,0.3503E-06,0.2489E-07
2015,9,22,9,-2.0020,105.0020,0.4503E-06,0.3111E-07
2015,9,22,9,-1.9520,105.0020,0.6505E-06,0.8088E-07
2015,9,22,9,-1.9020,105.0020,0.5004E-06,0.6221E-07
2015,9,22,9,-1.8520,105.0020,0.6504E-06,0.4355E-07
2015,9,22,9,-1.8020,105.0020,0.3502E-06,0.2488E-07
2015,9,22,9,-1.7520,105.0020,0.1501E-06,0.6221E-08
2015,9,22,9,-1.7020,105.0020,0.5003E-07,0.6220E-08
2015,9,22,9,-1.6520,105.0020,0.0000E+00,0.1244E-07
2015,9,22,9,-2.2020,105.0520,0.1001E-06,0.0000E+00
2015,9,22,9,-2.1520,105.0520,0.2502E-06,0.0000E+00
2015,9,22,9,-2.1020,105.0520,0.2502E-06,0.0000E+00
2015,9,22,9,-2.0520,105.0520,0.4504E-06,0.3111E-07
2015,9,22,9,-2.0020,105.0520,0.3002E-06,0.6221E-07
2015,9,22,9,-1.9520,105.0520,0.5004E-06,0.1866E-07
2015,9,22,9,-1.9020,105.0520,0.4503E-06,0.1244E-07
2015,9,22,9,-1.8520,105.0520,0.1001E-06,0.6221E-08
2015,9,22,9,-1.8020,105.0520,0.1501E-06,0.1244E-07
2015,9,22,9,-1.7520,105.0520,0.0000E+00,0.1244E-07
2015,9,22,9,-2.2020,105.1020,0.1501E-06,0.0000E+00
2015,9,22,9,-2.1520,105.1020,0.1001E-06,0.0000E+00
2015,9,22,9,-2.1020,105.1020,0.2002E-06,0.6222E-08
2015,9,22,9,-2.0520,105.1020,0.1001E-06,0.2489E-07
2015,9,22,9,-2.0020,105.1020,0.2502E-06,0.6221E-08
2015,9,22,9,-1.9520,105.1020,0.1001E-06,0.0000E+00
2015,9,22,9,-1.9020,105.1020,0.1001E-06,0.0000E+00
2015,9,22,9,-1.8520,105.1020,0.1001E-06,0.0000E+00
2015,9,22,9,-2.1520,105.1520,0.1501E-06,0.0000E+00
2015,9,22,9,-2.1020,105.1520,0.5004E-07,0.0000E+00
2015,9,22,9,-1.9520,105.1520,0.5004E-07,0.0000E+00
2015,9,22,9,-1.9020,105.1520,0.5004E-07,0.0000E+00
2015,9,22,12,-0.9020,102.3020,0.0000E+00,0.1119E-07
2015,9,22,12,-0.8520,102.3020,0.0000E+00,0.2239E-07
2015,9,22,12,-0.8520,102.3520,0.0000E+00,0.2239E-07
2015,9,22,12,-0.9520,102.6520,0.0000E+00,0.5597E-08
2015,9,22,12,-1.2020,102.7020,0.0000E+00,0.1866E-07
2015,9,22,12,-0.6520,102.7020,0.1000E-06,0.0000E+00
2015,9,22,12,-1.2020,102.7520,0.0000E+00,0.2488E-07
2015,9,22,12,-1.1520,102.7520,0.0000E+00,0.1244E-07
2015,9,22,12,-0.6520,102.7520,0.2501E-06,0.0000E+00
2015,9,22,12,-1.4020,102.8020,0.0000E+00,0.6219E-08
2015,9,22,12,-1.1520,102.8020,0.0000E+00,0.1866E-07
2015,9,22,12,-0.6520,102.8020,0.2000E-06,0.0000E+00
2015,9,22,12,-0.6020,102.8020,0.0000E+00,0.1119E-07
2015,9,22,12,-0.5020,102.8020,0.0000E+00,0.2487E-07
2015,9,22,12,-1.4020,102.8520,0.0000E+00,0.6219E-08
2015,9,22,12,-1.3520,102.8520,0.0000E+00,0.1866E-07
2015,9,22,12,-1.1020,102.8520,0.1801E-06,0.0000E+00
2015,9,22,12,-0.9020,102.8520,0.0000E+00,0.3731E-07
2015,9,22,12,-0.6520,102.8520,0.2000E-06,0.1679E-07
2015,9,22,12,-0.5020,102.8520,0.0000E+00,0.4788E-07
2015,9,22,12,-1.3520,102.9020,0.0000E+00,0.1866E-07
2015,9,22,12,-1.3020,102.9020,0.0000E+00,0.2488E-07
2015,9,22,12,-1.2020,102.9020,0.0000E+00,0.1244E-07
2015,9,22,12,-1.1520,102.9020,0.0000E+00,0.1244E-07
2015,9,22,12,-1.1020,102.9020,0.1350E-06,0.0000E+00
2015,9,22,12,-1.0520,102.9020,0.2701E-06,0.0000E+00
2015,9,22,12,-0.9520,102.9020,0.1000E-06,0.0000E+00
2015,9,22,12,-0.9020,102.9020,0.3501E-06,0.9328E-07
2015,9,22,12,-0.8520,102.9020,0.1000E-06,0.0000E+00
2015,9,22,12,-0.7020,102.9020,0.1000E-06,0.2363E-07
2015,9,22,12,-0.6520,102.9020,0.1000E-06,0.2487E-07
2015,9,22,12,-0.6020,102.9020,0.1000E-06,0.0000E+00
2015,9,22,12,-0.5520,102.9020,0.0000E+00,0.1803E-07
2015,9,22,12,-0.5020,102.9020,0.0000E+00,0.4228E-07
2015,9,22,12,-1.3520,102.9520,0.0000E+00,0.2488E-07
2015,9,22,12,-1.3020,102.9520,0.0000E+00,0.1244E-07
2015,9,22,12,-1.2520,102.9520,0.0000E+00,0.1866E-07
2015,9,22,12,-1.1020,102.9520,0.1801E-06,0.0000E+00
2015,9,22,12,-1.0520,102.9520,0.9003E-07,0.0000E+00
2015,9,22,12,-0.9020,102.9520,0.2001E-06,0.1244E-07
2015,9,22,12,-0.8520,102.9520,0.4001E-06,0.3109E-07
2015,9,22,12,-0.8020,102.9520,0.5001E-07,0.0000E+00
2015,9,22,12,-0.7520,102.9520,0.0000E+00,0.6218E-08
2015,9,22,12,-0.7020,102.9520,0.2000E-06,0.6156E-07
2015,9,22,12,-0.6520,102.9520,0.9002E-07,0.0000E+00
2015,9,22,12,-0.5520,102.9520,0.0000E+00,0.5907E-07
2015,9,22,12,-0.3520,102.9520,0.0000E+00,0.1119E-07
2015,9,22,12,-1.8520,103.0020,0.1351E-06,0.0000E+00
2015,9,22,12,-1.3020,103.0020,0.0000E+00,0.1866E-07
2015,9,22,12,-1.2520,103.0020,0.5002E-07,0.3110E-07
2015,9,22,12,-1.2020,103.0020,0.5002E-07,0.0000E+00
2015,9,22,12,-1.1020,103.0020,0.1350E-06,0.0000E+00
2015,9,22,12,-1.0020,103.0020,0.5002E-07,0.0000E+00
2015,9,22,12,-0.9520,103.0020,0.9003E-07,0.0000E+00
2015,9,22,12,-0.9020,103.0020,0.3401E-06,0.2487E-07
2015,9,22,12,-0.8520,103.0020,0.3001E-06,0.8022E-07
2015,9,22,12,-0.8020,103.0020,0.2501E-06,0.2301E-07
2015,9,22,12,-0.7520,103.0020,0.1500E-06,0.2487E-07
2015,9,22,12,-0.7020,103.0020,0.5351E-06,0.5596E-07
2015,9,22,12,-0.6520,103.0020,0.2701E-06,0.6218E-08
2015,9,22,12,-0.6020,103.0020,0.2000E-06,0.2487E-07
2015,9,22,12,-0.5520,103.0020,0.0000E+00,0.2860E-07
2015,9,22,12,-0.4020,103.0020,0.0000E+00,0.8705E-07
2015,9,22,12,-0.3520,103.0020,0.0000E+00,0.3420E-07
2015,9,22,12,-1.8520,103.0520,0.1351E-06,0.0000E+00
2015,9,22,12,-1.2520,103.0520,0.0000E+00,0.5597E-07
2015,9,22,12,-1.2020,103.0520,0.5502E-06,0.0000E+00
2015,9,22,12,-1.1520,103.0520,0.1951E-06,0.0000E+00
2015,9,22,12,-1.1020,103.0520,0.5002E-07,0.0000E+00
2015,9,22,12,-1.0020,103.0520,0.5002E-07,0.0000E+00
2015,9,22,12,-0.9520,103.0520,0.6702E-06,0.0000E+00
2015,9,22,12,-0.9020,103.0520,0.1500E-06,0.0000E+00
2015,9,22,12,-0.8520,103.0520,0.2001E-06,0.6840E-07
2015,9,22,12,-0.8020,103.0520,0.3001E-06,0.3731E-07
2015,9,22,12,-0.7520,103.0520,0.4401E-06,0.1865E-07
2015,9,22,12,-0.7020,103.0520,0.3351E-06,0.1244E-07
2015,9,22,12,-0.6520,103.0520,0.6001E-06,0.4974E-07
2015,9,22,12,-0.6020,103.0520,0.3001E-06,0.3731E-07
2015,9,22,12,-0.5520,103.0520,0.2000E-06,0.3669E-07
2015,9,22,12,-0.5020,103.0520,0.1500E-06,0.0000E+00
2015,9,22,12,-0.4520,103.0520,0.2250E-06,0.0000E+00
2015,9,22,12,-0.4020,103.0520,0.0000E+00,0.1113E-06
2015,9,22,12,-0.3520,103.0520,0.0000E+00,0.1865E-07
2015,9,22,12,-1.8520,103.1020,0.1801E-06,0.0000E+00
2015,9,22,12,-1.2520,103.1020,0.0000E+00,0.4353E-07
2015,9,22,12,-1.2020,103.1020,0.1501E-06,0.0000E+00
2015,9,22,12,-1.1520,103.1020,0.4001E-06,0.0000E+00
2015,9,22,12,-1.1020,103.1020,0.1000E-06,0.0000E+00
2015,9,22,12,-1.0020,103.1020,0.1000E-06,0.0000E+00
2015,9,22,12,-0.9520,103.1020,0.5001E-06,0.0000E+00
2015,9,22,12,-0.9020,103.1020,0.4001E-06,0.0000E+00
2015,9,22,12,-0.8520,103.1020,0.2501E-06,0.1057E-06
2015,9,22,12,-0.8020,103.1020,0.5951E-06,0.3731E-07
2015,9,22,12,-0.7520,103.1020,0.7702E-06,0.0000E+00
2015,9,22,12,-0.7020,103.1020,0.0000E+00,0.6218E-08
2015,9,22,12,-0.6520,103.1020,0.5501E-06,0.3544E-07
2015,9,22,12,-0.6020,103.1020,0.6501E-06,0.5596E-07
2015,9,22,12,-0.5520,103.1020,0.3501E-06,0.0000E+00
2015,9,22,12,-0.5020,103.1020,0.1500E-06,0.0000E+00
2015,9,22,12,-0.4520,103.1020,0.2250E-06,0.6218E-08
2015,9,22,12,-0.4020,103.1020,0.0000E+00,0.4974E-07
2015,9,22,12,-0.3520,103.1020,0.0000E+00,0.2487E-07
2015,9,22,12,-1.9020,103.1520,0.9006E-07,0.0000E+00
2015,9,22,12,-1.3020,103.1520,0.1000E-06,0.0000E+00
2015,9,22,12,-1.2520,103.1520,0.5002E-07,0.2488E-07
2015,9,22,12,-1.2020,103.1520,0.1501E-06,0.0000E+00
2015,9,22,12,-1.1520,103.1520,0.2501E-06,0.0000E+00
2015,9,22,12,-1.0020,103.1520,0.1000E-06,0.0000E+00
2015,9,22,12,-0.9520,103.1520,0.2501E-06,0.0000E+00
2015,9,22,12,-0.9020,103.1520,0.4501E-06,0.1244E-07
2015,9,22,12,-0.8520,103.1520,0.7002E-06,0.8706E-07
2015,9,22,12,-0.8020,103.1520,0.6002E-06,0.6840E-07
2015,9,22,12,-0.7520,103.1520,0.4001E-06,0.3109E-07
2015,9,22,12,-0.7020,103.1520,0.4501E-06,0.3669E-07
2015,9,22,12,-0.6520,103.1520,0.3501E-06,0.1865E-07
2015,9,22,12,-0.6020,103.1520,0.5001E-06,0.1865E-07
2015,9,22,12,-0.5520,103.1520,0.3501E-06,0.6218E-08
2015,9,22,12,-0.5020,103.1520,0.2751E-06,0.4353E-07
2015,9,22,12,-0.4520,103.1520,0.0000E+00,0.3731E-07
2015,9,22,12,-0.4020,103.1520,0.0000E+00,0.3731E-07
2015,9,22,12,-0.3520,103.1520,0.3501E-06,0.2487E-07
2015,9,22,12,-0.3020,103.1520,0.1000E-06,0.0000E+00
2015,9,22,12,-1.9020,103.2020,0.9006E-07,0.0000E+00
2015,9,22,12,-1.3020,103.2020,0.1501E-06,0.6219E-08
2015,9,22,12,-1.2020,103.2020,0.1000E-06,0.0000E+00
2015,9,22,12,-1.1520,103.2020,0.2001E-06,0.0000E+00
2015,9,22,12,-1.1020,103.2020,0.1501E-06,0.0000E+00
2015,9,22,12,-1.0520,103.2020,0.4001E-06,0.0000E+00
2015,9,22,12,-1.0020,103.2020,0.3001E-06,0.6219E-08
2015,9,22,12,-0.9520,103.2020,0.2501E-06,0.1866E-07
2015,9,22,12,-0.9020,103.2020,0.4001E-06,0.5597E-07
2015,9,22,12,-0.8520,103.2020,0.6002E-06,0.1244E-07
2015,9,22,12,-0.8020,103.2020,0.1000E-05,0.8084E-07
2015,9,22,12,-0.7520,103.2020,0.4001E-06,0.3731E-07
2015,9,22,12,-0.7020,103.2020,0.2501E-06,0.1865E-07
2015,9,22,12,-0.6520,103.2020,0.1500E-06,0.2985E-07
2015,9,22,12,-0.6020,103.2020,0.4501E-06,0.4353E-07
2015,9,22,12,-0.5520,103.2020,0.5001E-07,0.4353E-07
2015,9,22,12,-0.5020,103.2020,0.3901E-06,0.4353E-07
2015,9,22,12,-0.4520,103.2020,0.0000E+00,0.6840E-07
2015,9,22,12,-0.4020,103.2020,0.1000E-06,0.3109E-07
2015,9,22,12,-0.3520,103.2020,0.2500E-06,0.0000E+00
2015,9,22,12,-0.3020,103.2020,0.1800E-06,0.0000E+00
2015,9,22,12,0.0480,103.2020,0.5001E-07,0.0000E+00
2015,9,22,12,-1.9020,103.2520,0.4503E-07,0.0000E+00
2015,9,22,12,-1.3020,103.2520,0.5002E-07,0.0000E+00
2015,9,22,12,-1.1520,103.2520,0.5002E-07,0.0000E+00
2015,9,22,12,-1.0520,103.2520,0.2001E-06,0.2487E-07
2015,9,22,12,-1.0020,103.2520,0.2001E-06,0.1244E-07
2015,9,22,12,-0.9520,103.2520,0.2501E-06,0.4353E-07
2015,9,22,12,-0.9020,103.2520,0.1000E-06,0.1244E-07
2015,9,22,12,-0.8520,103.2520,0.1350E-05,0.2487E-07
2015,9,22,12,-0.8020,103.2520,0.7502E-06,0.7462E-07
2015,9,22,12,-0.7520,103.2520,0.4001E-06,0.2487E-07
2015,9,22,12,-0.7020,103.2520,0.2000E-06,0.2487E-07
2015,9,22,12,-0.6520,103.2520,0.0000E+00,0.5534E-07
2015,9,22,12,-0.6020,103.2520,0.3001E-06,0.1865E-07
2015,9,22,12,-0.5520,103.2520,0.2000E-06,0.3109E-07
2015,9,22,12,-0.5020,103.2520,0.2000E-06,0.6218E-07
2015,9,22,12,-0.4520,103.2520,0.0000E+00,0.3109E-07
2015,9,22,12,-0.4020,103.2520,0.5451E-06,0.2487E-07
2015,9,22,12,-0.3520,103.2520,0.9002E-07,0.0000E+00
2015,9,22,12,-2.2020,103.3020,0.0000E+00,0.1867E-07
2015,9,22,12,-1.9520,103.3020,0.9007E-07,0.0000E+00
2015,9,22,12,-1.9020,103.3020,0.4503E-07,0.0000E+00
2015,9,22,12,-1.1520,103.3020,0.1000E-06,0.0000E+00
2015,9,22,12,-1.1020,103.3020,0.3501E-06,0.0000E+00
2015,9,22,12,-1.0520,103.3020,0.0000E+00,0.6219E-08
2015,9,22,12,-1.0020,103.3020,0.0000E+00,0.2487E-07
2015,9,22,12,-0.9520,103.3020,0.2501E-06,0.1866E-07
2015,9,22,12,-0.9020,103.3020,0.3951E-06,0.4353E-07
2015,9,22,12,-0.8520,103.3020,0.1185E-05,0.6840E-07
2015,9,22,12,-0.8020,103.3020,0.5251E-06,0.3109E-07
2015,9,22,12,-0.7520,103.3020,0.6952E-06,0.2487E-07
2015,9,22,12,-0.7020,103.3020,0.0000E+00,0.2487E-07
2015,9,22,12,-0.6520,103.3020,0.3501E-06,0.1244E-07
2015,9,22,12,-0.6020,103.3020,0.5001E-07,0.3731E-07
2015,9,22,12,-0.5520,103.3020,0.2000E-06,0.5596E-07
2015,9,22,12,-0.5020,103.3020,0.5001E-06,0.5596E-07
2015,9,22,12,-0.4520,103.3020,0.1350E-06,0.3109E-07
2015,9,22,12,-0.4020,103.3020,0.4801E-06,0.1865E-07
2015,9,22,12,-0.2520,103.3020,0.1500E-06,0.0000E+00
2015,9,22,12,-0.0520,103.3020,0.5001E-07,0.0000E+00
2015,9,22,12,0.0480,103.3020,0.0000E+00,0.6218E-08
2015,9,22,12,0.0980,103.3020,0.0000E+00,0.1865E-07
2015,9,22,12,-2.4020,103.3520,0.1001E-06,0.0000E+00
2015,9,22,12,-2.2020,103.3520,0.0000E+00,0.1867E-07
2015,9,22,12,-1.9520,103.3520,0.4503E-07,0.0000E+00
2015,9,22,12,-1.2520,103.3520,0.1000E-06,0.0000E+00
2015,9,22,12,-1.2020,103.3520,0.3001E-06,0.0000E+00
2015,9,22,12,-1.1520,103.3520,0.5002E-07,0.0000E+00
2015,9,22,12,-1.1020,103.3520,0.2501E-06,0.1866E-07
2015,9,22,12,-1.0520,103.3520,0.1000E-06,0.1244E-07
2015,9,22,12,-1.0020,103.3520,0.1500E-06,0.2487E-07
2015,9,22,12,-0.9520,103.3520,0.5502E-06,0.3109E-07
2015,9,22,12,-0.9020,103.3520,0.1951E-06,0.9328E-07
2015,9,22,12,-0.8520,103.3520,0.3501E-06,0.1244E-07
2015,9,22,12,-0.8020,103.3520,0.2000E-06,0.3109E-07
2015,9,22,12,-0.7520,103.3520,0.6502E-06,0.1244E-07
2015,9,22,12,-0.7020,103.3520,0.1000E-06,0.0000E+00
2015,9,22,12,-0.6520,103.3520,0.5001E-07,0.3109E-07
2015,9,22,12,-0.6020,103.3520,0.0000E+00,0.1119E-06
2015,9,22,12,-0.5520,103.3520,0.8002E-06,0.1865E-07
2015,9,22,12,-0.5020,103.3520,0.2000E-06,0.1865E-07
2015,9,22,12,-0.4520,103.3520,0.0000E+00,0.9327E-07
2015,9,22,12,-0.4020,103.3520,0.2000E-06,0.3109E-07
2015,9,22,12,-0.2520,103.3520,0.0000E+00,0.3731E-07
2015,9,22,12,-0.2020,103.3520,0.0000E+00,0.6218E-08
2015,9,22,12,-0.1020,103.3520,0.1500E-06,0.0000E+00
2015,9,22,12,-0.0520,103.3520,0.2000E-06,0.0000E+00
2015,9,22,12,-0.0020,103.3520,0.0000E+00,0.2487E-07
2015,9,22,12,0.0480,103.3520,0.0000E+00,0.2487E-07
2015,9,22,12,-2.4020,103.4020,0.1001E-06,0.0000E+00
2015,9,22,12,-2.2520,103.4020,0.5005E-07,0.0000E+00
2015,9,22,12,-2.2020,103.4020,0.0000E+00,0.1867E-07
2015,9,22,12,-1.3020,103.4020,0.5002E-07,0.0000E+00
2015,9,22,12,-1.2520,103.4020,0.1000E-06,0.0000E+00
2015,9,22,12,-1.1020,103.4020,0.2001E-06,0.0000E+00
2015,9,22,12,-1.0520,103.4020,0.5002E-07,0.6219E-08
2015,9,22,12,-1.0020,103.4020,0.1500E-06,0.3109E-07
2015,9,22,12,-0.9520,103.4020,0.0000E+00,0.2487E-07
2015,9,22,12,-0.9020,103.4020,0.1000E-06,0.1244E-07
2015,9,22,12,-0.8520,103.4020,0.2001E-06,0.2487E-07
2015,9,22,12,-0.8020,103.4020,0.4501E-06,0.3109E-07
2015,9,22,12,-0.7520,103.4020,0.2000E-06,0.3731E-07
2015,9,22,12,-0.7020,103.4020,0.5001E-07,0.2487E-07
2015,9,22,12,-0.6520,103.4020,0.0000E+00,0.3731E-07
2015,9,22,12,-0.6020,103.4020,0.6501E-06,0.8083E-07
2015,9,22,12,-0.5520,103.4020,0.5501E-06,0.3731E-07
2015,9,22,12,-0.5020,103.4020,0.5001E-07,0.3731E-07
2015,9,22,12,-0.4520,103.4020,0.0000E+00,0.4974E-07
2015,9,22,12,-0.2520,103.4020,0.0000E+00,0.6218E-08
2015,9,22,12,-0.2020,103.4020,0.1000E-06,0.2487E-07
2015,9,22,12,-0.1520,103.4020,0.5001E-06,0.1244E-07
2015,9,22,12,-0.1020,103.4020,0.2000E-06,0.1865E-07
2015,9,22,12,-0.0520,103.4020,0.0000E+00,0.2487E-07
2015,9,22,12,-2.5020,103.4520,0.1001E-06,0.0000E+00
2015,9,22,12,-2.4020,103.4520,0.1001E-06,0.0000E+00
2015,9,22,12,-2.2520,103.4520,0.1501E-06,0.0000E+00
2015,9,22,12,-2.2020,103.4520,0.0000E+00,0.1867E-07
2015,9,22,12,-2.0020,103.4520,0.9007E-07,0.0000E+00
2015,9,22,12,-1.8520,103.4520,0.0000E+00,0.2240E-07
2015,9,22,12,-1.4020,103.4520,0.9004E-07,0.0000E+00
2015,9,22,12,-1.2020,103.4520,0.0000E+00,0.6219E-08
2015,9,22,12,-1.1520,103.4520,0.2001E-06,0.0000E+00
2015,9,22,12,-1.1020,103.4520,0.2001E-06,0.1866E-07
2015,9,22,12,-0.9020,103.4520,0.1000E-06,0.2487E-07
2015,9,22,12,-0.8520,103.4520,0.1500E-06,0.0000E+00
2015,9,22,12,-0.8020,103.4520,0.1000E-06,0.4353E-07
2015,9,22,12,-0.7520,103.4520,0.5001E-07,0.1244E-07
2015,9,22,12,-0.7020,103.4520,0.1000E-06,0.4974E-07
2015,9,22,12,-0.6520,103.4520,0.4001E-06,0.4353E-07
2015,9,22,12,-0.6020,103.4520,0.5501E-06,0.4353E-07
2015,9,22,12,-0.5520,103.4520,0.1000E-06,0.3731E-07
2015,9,22,12,-0.5020,103.4520,0.0000E+00,0.6218E-08
2015,9,22,12,-0.4520,103.4520,0.0000E+00,0.3109E-07
2015,9,22,12,-0.3520,103.4520,0.0000E+00,0.3109E-07
2015,9,22,12,-0.3020,103.4520,0.0000E+00,0.4352E-07
2015,9,22,12,-0.2520,103.4520,0.3501E-06,0.1865E-07
2015,9,22,12,-0.2020,103.4520,0.3000E-06,0.6218E-08
2015,9,22,12,-0.1520,103.4520,0.5001E-07,0.1244E-07
2015,9,22,12,-2.5020,103.5020,0.5005E-07,0.0000E+00
2015,9,22,12,-2.4520,103.5020,0.1502E-06,0.0000E+00
2015,9,22,12,-2.3520,103.5020,0.1001E-06,0.0000E+00
2015,9,22,12,-2.3020,103.5020,0.5005E-07,0.0000E+00
2015,9,22,12,-2.2520,103.5020,0.1501E-06,0.0000E+00
2015,9,22,12,-2.2020,103.5020,0.0000E+00,0.6222E-08
2015,9,22,12,-2.1520,103.5020,0.1001E-06,0.0000E+00
2015,9,22,12,-2.0520,103.5020,0.1351E-06,0.2489E-07
2015,9,22,12,-1.9020,103.5020,0.5004E-07,0.5599E-08
2015,9,22,12,-1.8520,103.5020,0.0000E+00,0.1120E-07
2015,9,22,12,-1.4520,103.5020,0.1351E-06,0.0000E+00
2015,9,22,12,-1.4020,103.5020,0.4502E-07,0.0000E+00
2015,9,22,12,-1.2020,103.5020,0.5002E-07,0.2488E-07
2015,9,22,12,-1.1520,103.5020,0.1000E-06,0.0000E+00
2015,9,22,12,-1.1020,103.5020,0.1501E-06,0.0000E+00
2015,9,22,12,-1.0520,103.5020,0.5002E-07,0.0000E+00
2015,9,22,12,-0.9020,103.5020,0.0000E+00,0.1244E-07
2015,9,22,12,-0.7520,103.5020,0.0000E+00,0.3109E-07
2015,9,22,12,-0.7020,103.5020,0.5001E-07,0.2487E-07
2015,9,22,12,-0.6520,103.5020,0.3001E-06,0.0000E+00
2015,9,22,12,-0.6020,103.5020,0.0000E+00,0.3731E-07
2015,9,22,12,-0.5520,103.5020,0.0000E+00,0.4353E-07
2015,9,22,12,-0.5020,103.5020,0.1000E-06,0.6218E-08
2015,9,22,12,-0.4520,103.5020,0.5001E-07,0.4352E-07
2015,9,22,12,-0.4020,103.5020,0.0000E+00,0.5596E-07
2015,9,22,12,-0.3520,103.5020,0.0000E+00,0.6840E-07
2015,9,22,12,-0.3020,103.5020,0.2000E-06,0.0000E+00
2015,9,22,12,-0.2520,103.5020,0.1500E-06,0.0000E+00
2015,9,22,12,-0.2020,103.5020,0.2500E-06,0.0000E+00
2015,9,22,12,-2.5020,103.5520,0.5005E-07,0.6224E-08
2015,9,22,12,-2.4520,103.5520,0.1001E-06,0.0000E+00
2015,9,22,12,-2.4020,103.5520,0.0000E+00,0.6223E-08
2015,9,22,12,-2.3520,103.5520,0.5005E-07,0.0000E+00
